TIC ID,TFOPWG Disposition,Sectors
339250695,FP,"19,59,73"
321436679,FP,"19,59,73"
138497780,FP,"20,43,44,45,60"
293075732,FP,"12,39,66"
219379012,FP,"4,5,6,31"
81429971,FP,"7,8,34,35,61"
101395259,FP,"8,9,35,62"
350332997,FP,"1,3,4,5,6,7,10,11,13,27,28,30,31,32,33,34,37,38"
461271719,FP,"11,37,64"
120269103,FP,"6,33"
33690636,FP,6
42755801,FP,"6,33"
229384040,FP,"6,33"
259389219,FP,"3,4,5,30,31,32"
177722855,FP,"7,33"
93594834,FP,"7,34"
177126182,FP,"7,33"
341729521,FP,"4,7,8,9,10,34"
54390047,FP,"7,34"
341186896,FP,"7,8,9,10,27,34,35,36,37,61"
238597883,FP,"7,9,34,61"
90448944,FP,"8,9,35,36,61"
63303499,FP,"6,7,33,34"
123106490,FP,"7,8,34,61,62"
29336129,FP,"8,9,35,36,62,63"
141631253,FP,"9,61,62"
108939482,FP,"7,61"
260476837,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30"
434234955,FP,"5,32"
219205407,FP,"1,5,6,7,8,11,28,32,33,34"
146467675,FP,"5,32"
249067445,FP,"5,32"
363260203,FP,"9,11,36,37"
271581073,FP,"13,27"
311890977,FP,13
50309953,FP,"1,13,27,28"
269450900,FP,13
117689799,FP,"14,54,55"
267484653,FP,"14,15,16,17,41,47,54,55,56,57"
71854732,FP,"18,58"
235684392,FP,"17,18,19,20,21,23,24,25,40,41,47,48,50,51,52,53,54,55,57,58,60,90"
424699834,FP,"14,15,16,17,20,23,24,40,41,47,50,56,57,58,60"
114103134,FP,"7,34,61"
285524410,FP,"7,8,34,61,62"
67247610,FP,"15,55,75"
239136269,FP,"20,44,45,46,47"
277987172,FP,"14,41,54,55"
260271203,FP,"1,2,3,4,5,6"
458876004,FP,18
16187321,FP,"14,15,41,55"
64531556,FP,"14,15,41,55"
195093356,FP,"15,41"
185226925,FP,"14,15,41,54"
422653398,FP,"4,42,43"
243153196,FP,"17,42,43"
20988926,FP,"14,40,41,53,54"
274122380,FP,"14,15,41"
403288821,FP,"1,27,28"
231703293,FP,"1,27,28"
29830212,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,30,31,32,33,34,35,36,37,38"
179033846,FP,"4,5,31,32"
219366908,FP,"4,5,6,31,32"
452810327,FP,"5,32"
269077474,FP,"5,32"
34466256,FP,"6,32"
280212554,FP,"6,33"
279989567,FP,"6,33"
148233571,FP,"6,7,33"
134315574,FP,"6,8,33,61"
130611752,FP,"6,7,8,33,61"
437893926,FP,"6,33,43,44,45"
36574157,FP,"6,33"
319735319,FP,"6,33"
251209368,FP,"6,33"
131581522,FP,"7,8,34,61"
268042363,FP,"7,9,34,35,36,61,62"
98286422,FP,"7,33,34"
81231810,FP,"7,33"
182470056,FP,"7,8,34"
177612321,FP,"7,33"
412257781,FP,"7,34"
4999813,FP,"7,33"
290302097,FP,"9,10,11,35,36,37,62,63,64"
22020459,FP,"8,9,35,62"
374847873,FP,"9,10,11,36,37"
462162963,FP,"9,10"
441334829,FP,"9,10,36,37,62"
103245940,FP,"9,10,36"
34505005,FP,"9,36"
400395395,FP,"8,9,35,36"
383666033,FP,"8,9,10,35,36"
45684223,FP,"8,9,10,35,36,37"
390157607,FP,"10,11"
357538688,FP,"9,10,11,36,37"
303867090,FP,"9,10,11,36,37"
376740324,FP,"10,36,37"
120723776,FP,"10,36,37"
360816293,FP,"11,12"
419946164,FP,11
392112968,FP,"10,11,37,38,64,65"
372596796,FP,"10,11"
322862882,FP,"11,38"
309436531,FP,"11,12,13,37"
303883880,FP,"10,11,37,38"
242460075,FP,11
112037203,FP,11
76505260,FP,11
31697707,FP,"13,27"
369861731,FP,"12,13,39"
327210623,FP,13
310267134,FP,"12,13"
305512837,FP,"13,39"
194179013,FP,13
131581531,FP,"7,8,34"
190981760,FP,"8,35"
131036011,FP,"7,8,34,35"
185482513,FP,"8,34,35"
184670625,FP,"8,34,35"
130191319,FP,"7,8,34"
129881395,FP,"7,8,34"
175079720,FP,"7,8,34,35"
173860688,FP,"7,8"
419419534,FP,"7,8,34,35,61"
80174172,FP,"7,8,34,35"
153197346,FP,"7,8"
152685831,FP,"7,8,34"
293978434,FP,"7,8"
144970275,FP,"7,8,34"
283702603,FP,"8,34,35"
238162973,FP,"6,7,8,33,34,35"
132320310,FP,"7,8,34,35"
208030798,FP,12
284254253,FP,12
453289469,FP,"10,11,12"
282091493,FP,"10,11,12"
275562670,FP,12
254629854,FP,12
86451883,FP,14
278968371,FP,14
40779013,FP,14
106224626,FP,"14,15"
373576942,FP,15
89876424,FP,"14,15"
27844066,FP,"14,15"
294599100,FP,"14,15,41"
291147951,FP,"14,15,41"
271167979,FP,"14,15"
271042173,FP,"14,15"
172754786,FP,"14,15,41,54"
193708920,FP,"14,15"
1965256662,FP,"14,15"
169187982,FP,"14,15,41"
1976308113,FP,"15,16"
358186451,FP,"15,16,55,56"
316606244,FP,"15,16"
305478010,FP,"15,16"
295413003,FP,"14,15,16"
267867517,FP,"15,16,17"
435861696,FP,17
398912927,FP,17
1979500576,FP,"15,16,17"
429414530,FP,"15,16,17"
80478272,FP,"17,57"
453230066,FP,18
374778982,FP,"18,58"
354151219,FP,"17,18,58"
50943163,FP,18
28873762,FP,"18,42,43,44"
116257066,FP,"19,43,44,45"
286696848,FP,19
284747017,FP,19
467783290,FP,"19,43,44"
27244707,FP,19
470974162,FP,"20,47"
29117085,FP,20
253030300,FP,20
393251073,FP,20
39077574,FP,"21,48"
841226527,FP,"14,20,21"
156816238,FP,"21,48"
1001477809,FP,"14,15,16,21,22"
99330090,FP,"15,21,22,41"
456042145,FP,"17,18,24"
435167167,FP,"17,18,24"
367333043,FP,"17,18,24"
335489455,FP,"16,17,24"
305550963,FP,"15,16,17,24,56"
155947004,FP,"16,23,24"
444523623,FP,"17,18,24"
604863428,FP,"17,18,24"
444413256,FP,"17,18,24,58"
420446142,FP,"17,18,24"
372505528,FP,"17,18,24"
347011522,FP,"17,24"
284528889,FP,"17,18,24"
83053699,FP,"17,18,24,57"
395773226,FP,"18,25"
379629854,FP,"18,19,25,52,58"
387603144,FP,"15,16,17,18,24,25"
367913453,FP,"18,19,24,25"
367287018,FP,"17,18,19,24,25,52,58,59"
307956396,FP,"14,15,16,17,18,19,20,21,22,23,24,25"
279605855,FP,"17,18,24,25"
236775063,FP,"14,15,16,18,19,20,22,23,25"
159334269,FP,"14,15,19,20,21,25"
399444057,FP,"18,24,25"
289316336,FP,"14,26"
237235093,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26"
230075120,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,41,47,48,49"
198616607,FP,"14,26,40"
141616639,FP,"19,20,26"
71396541,FP,"20,26"
420803693,FP,"19,20,25,26"
288471040,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52"
408729765,FP,"18,19,25,26"
371711170,FP,"17,18,19,23,24,25,26"
137157546,FP,"18,19,25,26,52"
461538935,FP,"18,20,25,26,40,52,53"
377165123,FP,"14,15,16,17,18,19,20,22,23,24,25,26,40,41,47,48,49,50,52,53,54,55,56"
37242226,FP,6
32408928,FP,"7,34"
187861378,FP,"7,34"
114103136,FP,7
318054782,FP,"7,33"
319282294,FP,7
126357909,FP,7
157528286,FP,"6,7,33,34"
192520375,FP,"8,9,35"
77102895,FP,"8,9,35,36"
75208638,FP,"8,9,35,36,62,63"
74484886,FP,"8,9,35,36"
74197917,FP,"8,9,35,36,62,63"
341272282,FP,"7,8,9,10,34,35,36"
255918903,FP,"12,13,39"
449197624,FP,"5,32"
264460005,FP,"6,32"
268372005,FP,"7,33"
247873937,FP,"6,33,44,45"
126772538,FP,"7,34"
268439377,FP,"7,8,9,34,35"
80029842,FP,"7,9,34,35"
418971787,FP,"7,8,34,35"
132534906,FP,"7,8,34,35,61"
358072664,FP,"9,10,35,36,37"
292797572,FP,"11,38"
319783554,FP,"11,38"
406443564,FP,"11,38"
68322189,FP,"12,39"
28643432,FP,"14,26,40"
408549705,FP,"19,20,25,40,47,52,59"
105387356,FP,"14,41"
295807723,FP,"14,15,16,41"
147895461,FP,"21,41"
326347927,FP,"14,41"
312899686,FP,"14,15,41"
172871230,FP,"14,15,41"
399956873,FP,"14,15,26,40,41,56"
115564354,FP,"19,43,44,45"
436099179,FP,"6,43,44,45"
307377219,FP,"6,33,43,44,45"
239722954,FP,"19,43,44,45"
95122849,FP,"20,44,45,46,47"
137543637,FP,"20,40,47"
41422753,FP,"14,40,41,54"
106114491,FP,"14,54,55"
126171392,FP,"15,41,55"
294173437,FP,"14,15,16,41,54,55"
452483795,FP,"14,54,55"
273774284,FP,"14,15,41,54,55"
166190643,FP,"15,55"
364408162,FP,"15,16,41,55,56"
117068362,FP,"15,55,56"
26583436,FP,"14,15,40,54,55,56"
345333936,FP,"17,24,57"
437740083,FP,"17,57"
354285962,FP,"18,24,25,52,57,58"
285233023,FP,"17,18,24,58"
256349966,FP,"17,18,24,25,57,58"
187532854,FP,"19,59"
353586703,FP,"20,60"
41875043,FP,"14,40,41,53,54,74"
317397615,FP,"17,18,19,24,25,52,58,59,78,79"
317507345,FP,"18,19,24,25,52,58,59,73,78,79"
366074069,FP,"17,18,24,25,58"
52041724,FP,"18,24,25,78"
285542903,FP,"17,18,24,58,78"
54464870,FP,"18,24,25,58,78"
367099243,FP,"16,17,18,19,24,25,52,57,58,59,73,77"
272828463,FP,"17,18,24,57,58,77"
276380902,FP,"15,16,17,41,55,56,57,75,77"
377144784,FP,"17,18,24,57,58,77,78"
270333769,FP,"17,18,24,57,58,77"
341444900,FP,"16,17,56,57,76,77"
197650870,FP,"16,17,56,57,76,77"
371673488,FP,"17,24,57,77"
64836837,FP,"16,17,57,77"
466318137,FP,"10,11,63,64"
67309890,FP,"16,17,57,77"
470709084,FP,"17,18,24"
313761775,FP,"15,17,56,76,77"
322202434,FP,"16,17,18,24,25,57,58,77"
377420580,FP,"17,24,57,77"
376682699,FP,"17,18,24,25,57,58,77"
455962313,FP,"17,18,24,57,58,77"
318746829,FP,"17,24,57,77"
319068154,FP,"17,24,57,77"
441732151,FP,"15,16,17,18,19"
441738827,FP,"16,19,20,21,22,23,25,26"
341544930,FP,"14,15,21,22,41,48,49,75,76"
430528566,FP,"16,17,56,57,76"
159510109,FP,"14,15,18,19,21,25,26,40,41,73"
30329585,FP,"14,40,41,74"
327017634,FP,"11,12"
266688542,FP,"15,16,56,76"
274942910,FP,"15,16,56,76"
431156009,FP,"16,17,57,76"
357972447,FP,"15,16,55,56,75,76"
326114850,FP,"16,17,56,57,76"
256621916,FP,"14,15,16,24,41,54,55,57,74"
264303333,FP,"14,15,16,17,18,19,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,58,59,60,73,74,75"
406190563,FP,"14,41"
288185138,FP,"14,19,21,26,40,41,47,48,52,53,59,60,73,74,75"
136848581,FP,"15,16,55,56,75"
41330864,FP,"14,15,41,54,55,75"
219824469,FP,"16,22,23,49"
89643259,FP,"14,41,54,55,74"
122220263,FP,"14,40,41,54,74"
267489265,FP,"14,15,16,54,55,56,74"
284450803,FP,"14,15,16,20,23,26,40,41,47,50,53,54,56,57,59,60,73,74"
160268701,FP,"14,20,21,40,41,47,53,60,74"
288391628,FP,"14,18,19,20,21,25,40,41,47,52,53,59,60,73,74"
199688472,FP,"14,15,16,17,18,19,20,21,22,23,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74"
421308357,FP,"14,15,16,17,19,20,22,23,24,26,40,41,47,49,50,53,54,55,56,57,58,59,60,73,74"
154927364,FP,"14,19,20,21,26,40,41,47,53,59,60,73,74"
137500798,FP,"19,20,26,40,47,53,59,60,73,74"
86280613,FP,"20,21,47,74"
40954422,FP,"14,15,41,54,55,74"
456305193,FP,"20,47,60,74"
318209162,FP,"21,47"
303364023,FP,"9,10,11,36,37,38,63,64,65"
311121985,FP,"19,59,73"
31268146,FP,"1,2,4,5,6,7,8,9,10,11,12,27,28,29,30,31,32,34,35,36,37,38,39,61,62,63,64,65"
1950736,FP,"19,43,44,45,71,73"
407394748,FP,"18,19,24,25,52,58,59,73"
417705690,FP,"19,24,25,52,58,59,73"
9837861,FP,"19,73"
190081497,FP,"8,35,61,62"
172110606,FP,"20,43,44,45,60,71,72,73"
431899140,FP,"18,59"
189620016,FP,"8,62"
348684813,FP,"8,35,61"
155491828,FP,"7,8,34"
302659412,FP,"9,10,11,36,38,63,64,65"
92013169,FP,"6,33,43,44,45,71,72"
142090065,FP,"19,20,25,26,40,52,53,59,60"
262781201,FP,"8,35,45,46,61,72"
260609205,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,61,62,63,64,65,66,67,68,69"
155044736,FP,"7,8,34,61"
294500964,FP,"7,34,44,45,46,61"
440801822,FP,"7,33,44,45,46,71"
220435095,FP,"13,27,28,29,30,32,33,34,35,36,37,38,39,62,63,64,65,67,68,69"
96246348,FP,"6,7,33,34,61"
412961700,FP,"8,34,61"
55383975,FP,"1,4,5,6,7,8,9,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,65"
300871545,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,61,62,63,65"
350445771,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,61,62,63,64,65"
382188882,FP,"3,4,6,7,9,10,11,13,27,28,30,31,32,33,34,36,37,38,39,63,64,65"
308307606,FP,"4,7,8,9,61,62,63,64"
272086159,FP,"2,3,4,5,6,12"
73723286,FP,"9,63"
151959065,FP,"9,10,36,63"
141412823,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,34,35,36,37,38,39,61,62,63,64,65,66,67,68"
9033144,FP,"2,29,69"
412014494,FP,"13,27,67"
90504905,FP,"14,40"
290348382,FP,"13,27,67"
327011842,FP,"17,18,58"
446549905,FP,"13,27,67"
231721005,FP,"3,4,6,7,10,13,27,30,31,32,33,34,37,64,65,66"
269892793,FP,"18,58"
120602501,FP,"16,56"
275111900,FP,"15,16,55,56"
5109298,FP,"7,33"
259151170,FP,18
286561122,FP,"18,19,59"
344600402,FP,"12,39,66"
349373192,FP,"4,5,6"
364107753,FP,"12,39,66"
379723086,FP,"12,39,66"
304774444,FP,"13,66"
405862830,FP,"13,66"
335483600,FP,"16,17,57,58"
445137888,FP,"17,18,58"
302814895,FP,"14,40,41,54"
449951606,FP,"10,11,63"
464296022,FP,"9,10,36,37,63,64"
460140752,FP,"10,11,36,37,63,64"
253132689,FP,"11,37,38,64"
161156159,FP,"10,11,37,64"
82707763,FP,"10,37,63,64"
378355116,FP,"17,18,24,57"
330332501,FP,"15,16,55"
155005217,FP,"16,56,57"
66783360,FP,"16,17,57"
415741431,FP,"16,17,24,57"
131979339,FP,"7,8,34,35,61"
331034236,FP,"16,17,56,57"
434718964,FP,"17,18,57,58"
73244652,FP,"20,47,60"
122262940,FP,"8,9,10,35,36,37,62"
267527924,FP,"7,8,34,35,62"
5024743,FP,"8,9,35,36,62"
294780517,FP,"4,5,6,7,8,9,10,11,12,13"
300013921,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36"
457138169,FP,"21,47"
184952758,FP,"8,35,61,62"
356453768,FP,"9,10,35,36,37,62"
35883621,FP,"7,34,61"
196286587,FP,"7,8,34,61"
272050287,FP,"17,18,24,57,58"
308919449,FP,"1,2,4,5,8,9,10,11,12,28,29,31,32,34,35,36,37,38,61,62"
349786918,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62"
449050248,FP,"5,12"
80275202,FP,"7,8,34,35,61"
339636032,FP,"3,6,7,8,9,13,30,33,34,35,36,61"
410245915,FP,"8,35,61"
143526444,FP,"7,8,34,61"
333821572,FP,"7,34,61"
148659924,FP,"7,34,61"
170103435,FP,"6,7,8,33,34,61"
62530991,FP,"8,34,61"
468828873,FP,"18,19,20,59,60"
406855039,FP,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,53,54,55"
357457104,FP,"15,16,55,56"
67926921,FP,"20,47"
458914949,FP,"18,19,58,59"
467281353,FP,"10,11,37"
316254876,FP,"18,19,59"
27677846,FP,"18,19,59"
162246865,FP,"10,36,37"
326919774,FP,"17,18"
339538183,FP,"18,19,20,59"
420288086,FP,"17,18,24,58"
313506357,FP,"16,17,57"
328167090,FP,"16,17,56,57"
64553698,FP,"16,17,24,57"
316402246,FP,"15,16,17,56,57"
329145325,FP,"16,17,24,56,57"
428065977,FP,"16,17,57"
272049972,FP,"17,18,24,57"
252636888,FP,"16,17,57"
191146556,FP,"17,57"
388076005,FP,"16,18,24,25,56,57"
336267424,FP,"14,26,40,41,53,54"
328750515,FP,"16,17,56"
431148743,FP,"16,17,56,57"
127425841,FP,"17,57"
272625214,FP,"17,18,24,57"
233390838,FP,"14,15,16,17,41,55,57"
155114483,FP,"16,17,57"
405794804,FP,"16,17,18,24,56,57"
403308915,FP,"17,24,57"
233735068,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56"
129539786,FP,"16,56"
164150539,FP,"16,56"
190442486,FP,"15,16,56"
452803785,FP,"16,17,56"
410528770,FP,"16,17,24,56"
314338017,FP,"15,16,17,56"
200593988,FP,6
186599508,FP,18
9727392,FP,2
120585579,FP,2
49710555,FP,"2,29"
66356824,FP,"2,3,29"
77031413,FP,"2,29"
192372961,FP,18
355636844,FP,"1,2,28"
89510024,FP,"14,41,55"
443658196,FP,"11,38"
316937670,FP,"1,2"
144440290,FP,2
47484268,FP,2
16102323,FP,"14,15,41,55"
137284119,FP,"15,16,55"
167098530,FP,"15,55"
89759617,FP,"14,15,41,54,55"
416624606,FP,"15,16,41,55"
